Role,Permission,Expected,Actual,Delta,Classification,Evidence
ADMIN,account.booking.read_own,GRANT,GRANT,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
OPERATOR,marketing.campaign.delete,GRANT,GRANT,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
OPERATOR,marketing.campaign.read,GRANT,GRANT,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
OPERATOR,marketing.campaign.update,GRANT,GRANT,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
OPERATOR,marketing.read,GRANT,GRANT,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
OPERATOR,moderation.approve,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
OPERATOR,moderation.reject,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
OPERATOR,moderation.request_changes,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
OPERATOR,moderation.review,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
OPERATOR,operational-notes.create,GRANT,GRANT,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
OPERATOR,operational-notes.delete,GRANT,GRANT,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
OPERATOR,operational-notes.read,GRANT,GRANT,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
OPERATOR,operational-notes.update,GRANT,GRANT,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
OPERATOR,order.accept,GRANT,GRANT,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
OPERATOR,order.cancel,GRANT,GRANT,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
OPERATOR,order.close,GRANT,GRANT,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
OPERATOR,order.edit_noncritical,GRANT,GRANT,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
OPERATOR,order.read,GRANT,GRANT,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
OPERATOR,order.request_booking,GRANT,GRANT,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
OPERATOR,order.suspend,GRANT,GRANT,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
OPERATOR,partner.onboarding.read_own,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
OPERATOR,partner.onboarding.review,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
OPERATOR,partner.onboarding.submit_own,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
OPERATOR,partner.onboarding.update_own,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
OPERATOR,reports.read,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
OPERATOR,reverse.capability.read_own,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
OPERATOR,reverse.capability.write_own,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
OPERATOR,reverse.distribution.read_own,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
OPERATOR,reverse.match.run,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
OPERATOR,reverse.proposal.read_own,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
OPERATOR,reverse.proposal.select_own,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
OPERATOR,reverse.proposal.write_own,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
OPERATOR,reverse.request.read_own,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
OPERATOR,reverse.request.write_own,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
OPERATOR,sales.checkout.read,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
OPERATOR,sales.checkout.write,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
OPERATOR,sales.kpi.read,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
OPERATOR,sales.lead.read,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
OPERATOR,sales.lead.write,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
OPERATOR,sales.opportunity.read,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
OPERATOR,sales.opportunity.write,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
OPERATOR,sales.quote.approve,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
OPERATOR,sales.quote.read,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
OPERATOR,sales.quote.write,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
OPERATOR,sales.sale.complete,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
OPERATOR,sales.sale.read,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
OPERATOR,sales.sale.write,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
OPERATOR,seller_public_profile.approve_alias,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
OPERATOR,seller_public_profile.approve_brand,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
OPERATOR,seller_public_profile.hide_identity,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
OPERATOR,seller_public_profile.propose,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
OPERATOR,seller_public_profile.read_own,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
OPERATOR,seller_public_profile.request_changes,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
OPERATOR,seller_public_profile.review,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
OPERATOR,settings.read,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
OPERATOR,settings.write,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
OPERATOR,storefront.activate_own,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
OPERATOR,storefront.create_own,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
OPERATOR,storefront.entitlement.manage,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
OPERATOR,storefront.read_own,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
OPERATOR,storefront.update_own,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
OPERATOR,support.case.assign,GRANT,GRANT,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
OPERATOR,support.case.create,GRANT,GRANT,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
OPERATOR,support.case.delete,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
OPERATOR,support.case.read,GRANT,GRANT,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
OPERATOR,support.case.update,GRANT,GRANT,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
OPERATOR,support.read,GRANT,GRANT,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
OPERATOR,support.write,GRANT,GRANT,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
PARTNER,account.booking.read_own,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
PARTNER,account.document.read_own,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
PARTNER,account.order.read_own,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
PARTNER,account.payment.read_own,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
PARTNER,account.profile.read,GRANT,GRANT,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
PARTNER,account.profile.update,GRANT,GRANT,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
PARTNER,account.support.read_own,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
PARTNER,analytics.read,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
PARTNER,audit.read,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
PARTNER,booking.cancel,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
PARTNER,booking.confirm,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
PARTNER,booking.read,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
PARTNER,booking.request_change,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
PARTNER,booking.send_supplier,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
PARTNER,catalog.availability.write,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
PARTNER,catalog.category.write,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
PARTNER,catalog.category_schema.read,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
PARTNER,catalog.category_schema.read_active_for_product_edit,GRANT,GRANT,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
PARTNER,catalog.category_schema.write,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
PARTNER,catalog.media.delete_own,GRANT,GRANT,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
PARTNER,catalog.media.read_for_moderation,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
PARTNER,catalog.media.reorder_own,GRANT,GRANT,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
PARTNER,catalog.media.set_primary_own,GRANT,GRANT,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
PARTNER,catalog.media.update_own,GRANT,GRANT,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
PARTNER,catalog.media.upload_own,GRANT,GRANT,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
PARTNER,catalog.product.channels_own,GRANT,GRANT,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
PARTNER,catalog.product.create_own,GRANT,GRANT,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
PARTNER,catalog.product.publish,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
PARTNER,catalog.product.read,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
PARTNER,catalog.product.read_for_moderation,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
PARTNER,catalog.product.read_own,GRANT,GRANT,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
PARTNER,catalog.product.submit_moderation,GRANT,GRANT,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
PARTNER,catalog.product.update_own_draft,GRANT,GRANT,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
PARTNER,catalog.product.write,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
PARTNER,catalog.rate_plan.publish,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
PARTNER,catalog.service_unit.publish,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
PARTNER,communication.create,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
PARTNER,communication.read,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
PARTNER,communication.read_own,GRANT,GRANT,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
PARTNER,communication.write_own,GRANT,GRANT,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
PARTNER,crm.activity.read,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
PARTNER,crm.company.write,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
PARTNER,crm.contact.write,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
PARTNER,crm.customer.create_own,GRANT,GRANT,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
PARTNER,crm.customer.read,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
PARTNER,crm.customer.read_own,GRANT,GRANT,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
PARTNER,crm.customer.update_own,GRANT,GRANT,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
PARTNER,crm.customer.write,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
PARTNER,crm.partner.read,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
PARTNER,crm.partner.write,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
PARTNER,crm.supplier.write,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
PARTNER,dashboard.attention.read,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
PARTNER,dashboard.catalog.read,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
PARTNER,dashboard.channels.read,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
PARTNER,dashboard.customize,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
PARTNER,dashboard.executive.read,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
PARTNER,dashboard.financial.read,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
PARTNER,dashboard.insights.read,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
PARTNER,dashboard.marketplace.read,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
PARTNER,dashboard.operational.read,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
PARTNER,documents.read,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
PARTNER,documents.write,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
PARTNER,finance.commission.manage,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
PARTNER,finance.commission.read,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
PARTNER,finance.commission.write,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
PARTNER,finance.currency.manage,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
PARTNER,finance.dispute.read,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
PARTNER,finance.dispute.write,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
PARTNER,finance.exchange_rate.manage,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
PARTNER,finance.invoice.read,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
PARTNER,finance.invoice.write,DENY,DENY,NONE,MATCH,RBAC-parity oracle: ROLE_PERMISSIONS[code] == DB RolePermission (migration-built + dev verified); runtime via SecurityService.permissionsOf(DB)
